id,event_unique_id,occurrence_year,occurrence_date,occurrence_time,reported_year,reported_date,reported_time,division,location_type,age_bias,mental_or_physical_disability,race_bias,ethnicity_bias,language_bias,religion_bias,sexual_orientation_bias,gender_bias,multiple_bias,primary_offence,hood_158,neighbourhood_158,hood_140,neighbourhood_140,arrest_made,occurrence_month,primary_offence_simplified,division_area
302,GO-2020662140,2020,2020-04-04,2155,2020,2020-04-04,2155,D32,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,037,Willowdale West (37),037,Willowdale West (37),NO,4,Property Crimes,North York
303,GO-2020662384,2020,2020-04-04,2257,2020,2020-04-04,2257,D14,Residential,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,081,Trinity-Bellwoods (81),081,Trinity-Bellwoods (81),NO,4,Property Crimes,Etobicoke-York
304,GO-2020666686,2020,2020-04-05,1100,2020,2020-04-05,1740,D32,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,037,Willowdale West (37),037,Willowdale West (37),NO,4,Property Crimes,North York
306,GO-2020690486,2020,2020-04-08,815,2020,2020-04-09,1417,D11,Healthcare,NO,NO,Black,None,None,None,None,None,NO,Assault,087,High Park-Swansea (87),087,High Park-Swansea (87),YES,4,Assault,Etobicoke-York
307,GO-2020751197,2020,2020-04-19,1955,2020,2020-04-19,2323,D13,Religious,NO,NO,None,None,None,Jewish,None,None,NO,Disturbing Religious Worship Or Certain Meetings,032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),NO,4,Threats and Harassment,Etobicoke-York
308,GO-2020762020,2020,2020-04-21,1000,2020,2020-04-21,2022,D55,Public Spaces/Transportation,NO,NO,None,None,None,None,Gay,None,NO,Mischief Under $5000,065,Greenwood-Coxwell (65),065,Greenwood-Coxwell (65),NO,4,Property Crimes,Toronto-East York
309,GO-2020768762,2020,2020-04-22,1700,2020,2020-04-22,1933,D51,Commercial/Business,NO,NO,None,None,None,None,None,Transgender Woman (Identifies As Woman),NO,Criminal Harassment,074,North St.James Town (74),074,North St.James Town (74),NO,4,Threats and Harassment,Toronto-East York
310,GO-2020774576,2020,2020-04-23,1700,2020,2020-04-23,1904,D51,Residential,NO,NO,None,None,None,None,Gay,None,NO,Uttering Threats - Bodily Harm,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),NO,4,Threats and Harassment,Toronto-East York
311,GO-2020786790,2020,2020-04-25,2113,2020,2020-04-25,2227,D55,Public Spaces/Transportation,NO,NO,None,Indian,None,None,None,None,NO,Assault,070,South Riverdale (70),070,South Riverdale (70),NO,4,Assault,Toronto-East York
312,GO-2020728018,2020,2020-04-25,224,2020,2020-04-25,322,D55,Residential,NO,NO,None,None,None,None,None,Transgender Man (Identifies As Man),NO,Criminal Harassment,062,East End-Danforth (62),062,East End-Danforth (62),NO,4,Threats and Harassment,Toronto-East York
313,GO-2020835754,2020,2020-05-01,1730,2020,2020-05-04,1000,D13,Religious,NO,NO,None,None,None,Jewish,None,None,NO,Disturbing Religious Worship Or Certain Meetings,107,Oakwood Village (107),107,Oakwood Village (107),NO,5,Threats and Harassment,Etobicoke-York
314,GO-2020842472,2020,2020-05-05,820,2020,2020-05-05,1217,D32,Religious,NO,NO,None,None,None,Jewish,None,None,NO,Disturbing Religious Worship Or Certain Meetings,034,Bathurst Manor (34),034,Bathurst Manor (34),NO,5,Threats and Harassment,North York
315,GO-2020854817,2020,2020-05-07,1314,2020,2020-05-07,1314,D22,Commercial/Business,NO,NO,None,Indian,None,None,None,None,NO,Assault,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),YES,5,Assault,Etobicoke
316,GO-2020884466,2020,2020-05-10,1200,2020,2020-05-12,1551,D31,Residential,NO,NO,Black,None,None,None,None,None,NO,Harassing Communications,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),NO,5,Threats and Harassment,North York
317,GO-2020923641,2020,2020-05-15,1437,2020,2020-05-19,1047,D55,Residential,NO,YES,Black,None,None,Jewish,None,None,YES,Disturbing Religious Worship Or Certain Meetings,059,Danforth East York (59),059,Danforth East York (59),NO,5,Threats and Harassment,Toronto-East York
318,GO-2020906752,2020,2020-05-16,1052,2020,2020-05-16,1629,D52,Residential,NO,NO,None,None,None,None,Gay,None,NO,Criminal Harassment,164,Wellington Place (164),077,Waterfront Communities-The Island (77),YES,5,Threats and Harassment,Toronto-East York
319,GO-2020908753,2020,2020-05-16,1800,2020,2020-05-16,1913,D55,Religious,NO,NO,None,None,None,Muslim,None,None,NO,Uttering Threats - Property,069,Blake-Jones (69),069,Blake-Jones (69),NO,5,Threats and Harassment,Toronto-East York
320,GO-2020918712,2020,2020-05-18,945,2020,2020-05-18,1159,D32,Religious,NO,NO,Black,None,None,Jewish,None,None,YES,Disturbing Religious Worship Or Certain Meetings,152,East Willowdale (152),051,Willowdale East (51),NO,5,Threats and Harassment,North York
321,GO-2020937625,2020,2020-05-21,1330,2020,2020-05-21,1515,D52,Public Spaces/Transportation,NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Assault,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),YES,5,Assault,Toronto-East York
322,GO-2020947252,2020,2020-05-22,2140,2020,2020-05-22,2142,D51,Residential,NO,NO,None,None,None,None,Gay,None,NO,Mischief Under $5000,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),YES,5,Property Crimes,Toronto-East York
323,GO-2020963751,2020,2020-05-23,545,2020,2020-05-25,1356,D43,Public Spaces/Transportation,NO,NO,Black,None,None,None,None,None,NO,Criminal Harassment,133,Centennial Scarborough (133),133,Centennial Scarborough (133),YES,5,Threats and Harassment,Scarborough
324,GO-2020966795,2020,2020-05-25,2208,2020,2020-05-25,2208,D32,Government/Public Buildings,NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,152,East Willowdale (152),051,Willowdale East (51),NO,5,Property Crimes,North York
325,GO-2020961819,2020,2020-05-25,825,2020,2020-05-25,1007,D52,Public Spaces/Transportation,NO,NO,None,Chinese,None,None,None,None,NO,Assault,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO,5,Assault,Toronto-East York
326,GO-2020972248,2020,2020-05-26,1200,2020,2020-05-26,2045,D32,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,033,Clanton Park (33),033,Clanton Park (33),NO,5,Property Crimes,North York
327,GO-20209013948,2020,2020-05-26,236,2020,2020-05-27,235,D52,Public Spaces/Transportation,NO,NO,None,Chinese,None,None,None,None,NO,Mischief Under $5000,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),YES,5,Property Crimes,Toronto-East York
328,GO-20201010327,2020,2020-05-26,1,2020,2020-06-01,1738,D52,Religious,NO,NO,None,None,None,Muslim,None,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO,5,Property Crimes,Toronto-East York
329,GO-20201024209,2020,2020-05-29,1900,2020,2020-06-03,2247,D32,Public Spaces/Transportation,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,034,Bathurst Manor (34),034,Bathurst Manor (34),YES,5,Property Crimes,North York
330,GO-2020997632,2020,2020-05-30,1600,2020,2020-05-30,1737,D52,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,079,University (79),079,University (79),NO,5,Property Crimes,Toronto-East York
331,GO-20201003953,2020,2020-05-30,1200,2020,2020-05-31,1739,D52,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),NO,5,Property Crimes,Toronto-East York
332,GO-20209014360,2020,2020-05-30,507,2020,2020-06-01,1629,D32,Government/Public Buildings,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,034,Bathurst Manor (34),034,Bathurst Manor (34),NO,5,Property Crimes,North York
333,GO-20201630415,2020,2020-06-01,230,2020,2020-09-03,1400,D14,Commercial/Business,NO,NO,None,None,None,None,Lesbian,None,NO,Criminal Harassment,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),YES,6,Threats and Harassment,Etobicoke-York
334,GO-20201007925,2020,2020-06-01,1100,2020,2020-06-01,1136,D41,Public Spaces/Transportation,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,NSA,NSA,NSA,NSA,NO,6,Property Crimes,Scarborough
335,GO-20201013472,2020,2020-06-02,753,2020,2020-06-02,753,D23,Public Spaces/Transportation,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,001,West Humber-Clairville (1),001,West Humber-Clairville (1),NO,6,Property Crimes,Etobicoke
336,GO-20201020387,2020,2020-06-02,1400,2020,2020-06-03,911,D32,Public Spaces/Transportation,NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,152,East Willowdale (152),051,Willowdale East (51),NO,6,Property Crimes,North York
337,GO-20201021991,2020,2020-06-03,1300,2020,2020-06-03,1329,D11,Residential,NO,NO,None,None,None,None,Gay,None,NO,Criminal Harassment,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),NO,6,Threats and Harassment,Etobicoke-York
338,GO-20201052329,2020,2020-06-05,2300,2020,2020-06-08,901,D32,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,105,Lawrence Park North (105),105,Lawrence Park North (105),NO,6,Property Crimes,North York
339,GO-20201041679,2020,2020-06-06,1230,2020,2020-06-06,1331,D14,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Interfere With Property,079,University (79),079,University (79),NO,6,Property Crimes,Etobicoke-York
340,GO-20201044099,2020,2020-06-06,2041,2020,2020-06-06,2041,D41,Public Spaces/Transportation,NO,NO,Black,None,None,None,None,None,NO,Assault,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),YES,6,Assault,Scarborough
341,GO-20201067559,2020,2020-06-09,1530,2020,2020-06-10,1627,D55,Commercial/Business,NO,NO,Black,None,None,None,None,None,NO,Mischief Interfere With Property,059,Danforth East York (59),059,Danforth East York (59),YES,6,Property Crimes,Toronto-East York
342,GO-20201072586,2020,2020-06-11,927,2020,2020-06-11,927,D31,Public Spaces/Transportation,NO,NO,Black,None,None,None,None,None,NO,Mischief Interfere With Property,027,York University Heights (27),027,York University Heights (27),NO,6,Property Crimes,North York
343,GO-20201102574,2020,2020-06-13,637,2020,2020-06-15,2047,D52,Religious,NO,NO,None,None,None,Muslim,None,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO,6,Property Crimes,Toronto-East York
344,GO-20201110209,2020,2020-06-16,2138,2020,2020-06-16,2151,D51,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Assault,073,Moss Park (73),073,Moss Park (73),NO,6,Assault,Toronto-East York
345,GO-20201108335,2020,2020-06-16,1430,2020,2020-06-16,1624,D51,Public Spaces/Transportation,NO,NO,None,Chinese,None,None,None,None,NO,Assault,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),YES,6,Assault,Toronto-East York
346,GO-20201122204,2020,2020-06-18,1424,2020,2020-06-18,1537,D51,Healthcare,NO,NO,Black,None,None,None,None,None,NO,Assault,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),YES,6,Assault,Toronto-East York
347,GO-20201125942,2020,2020-06-19,420,2020,2020-06-19,527,D51,Commercial/Business,NO,NO,None,Indian,None,None,None,None,NO,Assault With a Weapon,073,Moss Park (73),073,Moss Park (73),YES,6,Assault,Toronto-East York
348,GO-20201138124,2020,2020-06-20,1400,2020,2020-06-20,2101,D22,Public Spaces/Transportation,NO,NO,Black,None,None,None,None,None,NO,Mischief Interfere With Property,011,Eringate-Centennial-West Deane (11),011,Eringate-Centennial-West Deane (11),NO,6,Property Crimes,Etobicoke
349,GO-20201141523,2020,2020-06-21,1207,2020,2020-06-21,1207,D11,Public Spaces/Transportation,NO,NO,Black,None,None,None,None,None,NO,Wilful Promotion of Hatred,088,High Park North (88),088,High Park North (88),NO,6,Hatred,Etobicoke-York
350,GO-20201185810,2020,2020-06-26,1300,2020,2020-06-27,2302,D51,Commercial/Business,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,072,Regent Park (72),072,Regent Park (72),NO,6,Property Crimes,Toronto-East York
351,GO-20201179614,2020,2020-06-26,2048,2020,2020-06-26,2138,D32,Public Spaces/Transportation,NO,NO,None,Chinese,None,None,None,None,NO,Mischief Under $5000,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),NO,6,Property Crimes,North York
352,GO-20201178509,2020,2020-06-26,1640,2020,2020-06-26,1749,D55,Public Spaces/Transportation,NO,NO,Black,None,None,None,None,None,NO,Criminal Harassment,067,Playter Estates-Danforth (67),067,Playter Estates-Danforth (67),YES,6,Threats and Harassment,Toronto-East York
353,GO-20201190704,2020,2020-06-28,1500,2020,2020-06-28,1509,D22,Public Spaces/Transportation,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,019,Long Branch (19),019,Long Branch (19),NO,6,Property Crimes,Etobicoke
354,GO-20201189370,2020,2020-06-28,13,2020,2020-06-28,1438,D22,Residential,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,019,Long Branch (19),019,Long Branch (19),NO,6,Property Crimes,Etobicoke
355,GO-20201187441,2020,2020-06-28,25,2020,2020-06-28,32,D55,Public Spaces/Transportation,NO,NO,White,None,None,None,None,None,NO,Assault,068,North Riverdale (68),068,North Riverdale (68),YES,6,Assault,Toronto-East York
356,GO-20201203559,2020,2020-06-28,1400,2020,2020-06-30,1213,D55,Residential,NO,NO,None,None,None,Christian,None,None,NO,Mischief Under $5000,054,O'Connor-Parkview (54),054,O'Connor-Parkview (54),NO,6,Property Crimes,Toronto-East York
357,GO-20201206515,2020,2020-06-30,1800,2020,2020-06-30,1802,D51,Public Spaces/Transportation,NO,NO,None,Indian,None,None,None,None,NO,Assault,073,Moss Park (73),073,Moss Park (73),YES,6,Assault,Toronto-East York
358,GO-20201222033,2020,2020-07-02,2102,2020,2020-07-02,2102,D52,Public Spaces/Transportation,NO,NO,White,None,None,None,None,None,NO,Assault With a Weapon,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),YES,7,Assault,Toronto-East York
359,GO-20201229350,2020,2020-07-03,2012,2020,2020-07-03,2012,D52,Public Spaces/Transportation,NO,NO,None,Chinese,None,None,None,None,NO,Assault,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),YES,7,Assault,Toronto-East York
360,GO-20201249453,2020,2020-07-06,1730,2020,2020-07-06,1956,D51,Residential,NO,NO,None,None,None,None,Gay,None,NO,Criminal Harassment,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),NO,7,Threats and Harassment,Toronto-East York
361,GO-20201246626,2020,2020-07-06,300,2020,2020-07-06,1231,D32,Residential,NO,NO,None,None,None,Jewish,None,None,NO,Uttering Threats - Bodily Harm,040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),NO,7,Threats and Harassment,North York
362,GO-20201277326,2020,2020-07-10,1000,2020,2020-07-10,1203,D52,Commercial/Business,NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO,7,Property Crimes,Toronto-East York
363,GO-20201324981,2020,2020-07-16,1900,2020,2020-07-17,847,D42,Residential,NO,NO,None,Chinese,None,Jewish,None,None,YES,Mischief Under $5000,118,Tam O'Shanter-Sullivan (118),118,Tam O'Shanter-Sullivan (118),NO,7,Property Crimes,Scarborough
364,GO-20201324562,2020,2020-07-17,720,2020,2020-07-17,720,D14,Public Spaces/Transportation,NO,NO,Black,None,None,None,None,None,NO,Assault,095,Annex (95),095,Annex (95),YES,7,Assault,Etobicoke-York
365,GO-20201325599,2020,2020-07-17,930,2020,2020-07-17,1146,D42,Residential,NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,118,Tam O'Shanter-Sullivan (118),118,Tam O'Shanter-Sullivan (118),NO,7,Property Crimes,Scarborough
366,GO-20201337494,2020,2020-07-18,2045,2020,2020-07-18,2248,D42,Public Spaces/Transportation,NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Assault,147,L'Amoreaux West (147),117,L'Amoreaux (117),NO,7,Assault,Scarborough
367,GO-20201341509,2020,2020-07-19,1327,2020,2020-07-19,1603,D52,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),NO,7,Property Crimes,Toronto-East York
368,GO-20201348464,2020,2020-07-20,1320,2020,2020-07-20,1550,D55,Public Spaces/Transportation,NO,NO,None,None,None,None,Gay,None,NO,Uttering Threats - Bodily Harm,063,The Beaches (63),063,The Beaches (63),NO,7,Threats and Harassment,Toronto-East York
369,GO-20201366127,2020,2020-07-22,2223,2020,2020-07-22,2223,D41,Public Spaces/Transportation,NO,NO,None,Indian,None,None,None,None,NO,Assault,124,Kennedy Park (124),124,Kennedy Park (124),YES,7,Assault,Scarborough
370,GO-20201362209,2020,2020-07-22,900,2020,2020-07-22,1130,D22,Government/Public Buildings,NO,NO,None,None,None,Jewish,None,None,NO,Wilful Promotion of Hatred,160,Mimico-Queensway (160),017,Mimico (includes Humber Bay Shores) (17),NO,7,Hatred,Etobicoke
371,GO-20201395720,2020,2020-07-23,1140,2020,2020-07-27,821,D31,Educational,NO,NO,Black,None,None,None,None,None,NO,Harassing Communications,027,York University Heights (27),027,York University Heights (27),NO,7,Threats and Harassment,North York
372,GO-20201370673,2020,2020-07-23,1440,2020,2020-07-23,1534,D11,Residential,NO,NO,Black,None,None,None,None,None,NO,Disturbing Religious Worship Or Certain Meetings,088,High Park North (88),088,High Park North (88),NO,7,Threats and Harassment,Etobicoke-York
373,GO-20201472966,2020,2020-07-27,1950,2020,2020-08-07,925,D53,Public Spaces/Transportation,NO,NO,White,None,None,None,None,None,NO,Assault With a Weapon,100,Yonge-Eglinton (100),100,Yonge-Eglinton (100),NO,7,Assault,Toronto-East York
374,GO-20201422468,2020,2020-07-30,2150,2020,2020-07-30,2258,D31,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),NO,7,Property Crimes,North York
375,GO-20201447775,2020,2020-07-30,2200,2020,2020-08-03,1904,D22,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,161,Humber Bay Shores (161),017,Mimico (includes Humber Bay Shores) (17),NO,7,Property Crimes,Etobicoke
376,GO-20201426860,2020,2020-07-31,1300,2020,2020-07-31,1911,D51,Public Spaces/Transportation,NO,NO,None,None,None,None,None,Transgender Woman (Identifies As Woman),NO,Criminal Harassment,074,North St.James Town (74),074,North St.James Town (74),NO,7,Threats and Harassment,Toronto-East York
377,GO-20201438881,2020,2020-07-31,1306,2020,2020-08-02,823,D32,Residential,NO,NO,None,None,None,Jewish,None,None,NO,Uttering Threats - Property,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),NO,7,Threats and Harassment,North York
378,GO-20201623706,2020,2020-08-01,0,2020,2020-08-28,1617,D43,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,134,Highland Creek (134),134,Highland Creek (134),NO,8,Property Crimes,Scarborough
379,GO-20201565183,2020,2020-08-06,1200,2020,2020-08-20,1052,D31,Public Spaces/Transportation,NO,NO,None,None,None,Muslim,None,None,NO,Uttering Threats - Bodily Harm,027,York University Heights (27),027,York University Heights (27),NO,8,Threats and Harassment,North York
380,GO-20201474847,2020,2020-08-07,1408,2020,2020-08-07,1553,D52,Commercial/Business,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO,8,Property Crimes,Toronto-East York
381,GO-20201514928,2020,2020-08-11,800,2020,2020-08-13,902,D32,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Over $5000,151,Yonge-Doris (151),051,Willowdale East (51),NO,8,Property Crimes,North York
383,GO-20201507570,2020,2020-08-12,820,2020,2020-08-12,820,D55,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,068,North Riverdale (68),068,North Riverdale (68),NO,8,Property Crimes,Toronto-East York
384,GO-20201522469,2020,2020-08-12,1250,2020,2020-08-14,1001,D31,Public Spaces/Transportation,NO,NO,South Asian,None,None,None,None,None,NO,Uttering Threats - Bodily Harm,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),NO,8,Threats and Harassment,North York
385,GO-20201523463,2020,2020-08-13,2000,2020,2020-08-14,1226,D55,Residential,NO,NO,None,Chinese,None,None,None,None,NO,Mischief Under $5000,054,O'Connor-Parkview (54),054,O'Connor-Parkview (54),NO,8,Property Crimes,Toronto-East York
386,GO-20201522205,2020,2020-08-13,1700,2020,2020-08-14,900,D31,Residential,NO,NO,Black,None,None,None,None,None,NO,Mischief To Data,155,Downsview (155),026,Downsview-Roding-CFB (26),NO,8,Property Crimes,North York
387,GO-20201530526,2020,2020-08-15,1130,2020,2020-08-15,1130,D51,Commercial/Business,NO,NO,None,None,None,Jewish,2SLGBTQ+,None,YES,Mischief Under $5000,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),NO,8,Property Crimes,Toronto-East York
388,GO-20201536968,2020,2020-08-16,1005,2020,2020-08-16,1006,D22,Public Spaces/Transportation,NO,NO,None,Other Ethnicity not mentioned,None,None,None,None,NO,Assault,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),YES,8,Assault,Etobicoke
389,GO-20201565625,2020,2020-08-18,1630,2020,2020-08-20,1353,D51,Residential,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),NO,8,Property Crimes,Toronto-East York
390,GO-20201562720,2020,2020-08-19,1100,2020,2020-08-20,1020,D31,Public Spaces/Transportation,NO,NO,None,None,None,Muslim,None,None,NO,Uttering Threats - Bodily Harm,027,York University Heights (27),027,York University Heights (27),NO,8,Threats and Harassment,North York
391,GO-20201567160,2020,2020-08-20,1600,2020,2020-08-21,816,D51,Public Spaces/Transportation,NO,NO,None,Israeli,None,None,None,None,NO,Mischief Under $5000,070,South Riverdale (70),070,South Riverdale (70),NO,8,Property Crimes,Toronto-East York
392,GO-20201590479,2020,2020-08-23,2100,2020,2020-08-23,2315,D52,Public Spaces/Transportation,NO,NO,None,None,Hindi,None,None,None,NO,Assault,164,Wellington Place (164),077,Waterfront Communities-The Island (77),YES,8,Assault,Toronto-East York
393,GO-20201593152,2020,2020-08-24,1103,2020,2020-08-24,1103,D23,Public Spaces/Transportation,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,001,West Humber-Clairville (1),001,West Humber-Clairville (1),NO,8,Property Crimes,Etobicoke
394,GO-20201595949,2020,2020-08-24,1230,2020,2020-08-24,1858,D22,Public Spaces/Transportation,NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,012,Markland Wood (12),012,Markland Wood (12),NO,8,Property Crimes,Etobicoke
395,GO-20201597769,2020,2020-08-24,2230,2020,2020-08-24,2236,D12,Residential,NO,NO,None,None,None,None,Gay,None,NO,Mischief Under $5000,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),NO,8,Property Crimes,Etobicoke-York
396,GO-20201602749,2020,2020-08-25,1611,2020,2020-08-25,1611,D22,Public Spaces/Transportation,NO,NO,None,None,None,Sikh,None,None,NO,Assault,018,New Toronto (18),018,New Toronto (18),NO,8,Assault,Etobicoke
397,GO-20201619401,2020,2020-08-27,2235,2020,2020-08-27,2322,D55,Commercial/Business,NO,NO,Black,None,None,None,None,None,NO,Assault With a Weapon,067,Playter Estates-Danforth (67),067,Playter Estates-Danforth (67),YES,8,Assault,Toronto-East York
398,GO-20201642422,2020,2020-08-30,318,2020,2020-08-31,1322,D14,Religious,NO,NO,None,None,None,Catholic,None,None,NO,Mischief Under $5000,085,South Parkdale (85),085,South Parkdale (85),NO,8,Property Crimes,Etobicoke-York
399,GO-20201644939,2020,2020-08-31,1538,2020,2020-08-31,1539,D22,Public Spaces/Transportation,NO,NO,None,Indian,None,None,None,None,NO,Assault,160,Mimico-Queensway (160),017,Mimico (includes Humber Bay Shores) (17),NO,8,Assault,Etobicoke
400,GO-20201643473,2020,2020-08-31,1200,2020,2020-08-31,1215,NSA,Public Spaces/Transportation,NO,NO,Black,None,None,None,None,None,NO,Assault,NSA,NSA,NSA,NSA,YES,8,Assault,Other
401,GO-20201660552,2020,2020-09-03,349,2020,2020-09-03,349,D22,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),NO,9,Property Crimes,Etobicoke
402,GO-20201666668,2020,2020-09-03,1600,2020,2020-09-03,1606,D22,Public Spaces/Transportation,NO,NO,None,Indian,None,None,None,None,NO,Assault,019,Long Branch (19),019,Long Branch (19),NO,9,Assault,Etobicoke
403,GO-20201676896,2020,2020-09-05,1217,2020,2020-09-07,348,D22,Public Spaces/Transportation,NO,NO,None,Indian,None,None,None,None,NO,Assault,160,Mimico-Queensway (160),017,Mimico (includes Humber Bay Shores) (17),NO,9,Assault,Etobicoke
404,GO-20201706995,2020,2020-09-08,1700,2020,2020-09-10,1327,D32,Commercial/Business,NO,NO,None,None,None,Jewish,None,None,NO,Wilful Promotion of Hatred,027,York University Heights (27),027,York University Heights (27),NO,9,Hatred,North York
405,GO-2021117374,2020,2020-09-08,1200,2021,2021-01-19,1405,D22,Residential,NO,NO,None,None,None,None,Lesbian,None,NO,Criminal Harassment,158,Islington (158),014,Islington-City Centre West (14),NO,9,Threats and Harassment,Etobicoke
406,GO-20201933564,2020,2020-09-08,0,2020,2020-10-11,1844,D13,Residential,NO,NO,None,None,None,None,Lesbian,None,NO,Criminal Harassment,106,Humewood-Cedarvale (106),106,Humewood-Cedarvale (106),YES,9,Threats and Harassment,Etobicoke-York
407,GO-20201706271,2020,2020-09-09,1221,2020,2020-09-09,1221,D51,Public Spaces/Transportation,NO,NO,White,None,None,None,None,None,NO,Assault,073,Moss Park (73),073,Moss Park (73),YES,9,Assault,Toronto-East York
408,GO-20201715265,2020,2020-09-09,1000,2020,2020-09-10,1707,D42,Residential,NO,NO,None,Chinese,None,None,None,None,NO,Mischief Under $5000,145,Malvern West (145),132,Malvern (132),NO,9,Property Crimes,Scarborough
409,GO-20201726139,2020,2020-09-09,838,2020,2020-09-12,746,D32,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,155,Downsview (155),026,Downsview-Roding-CFB (26),NO,9,Property Crimes,North York
410,GO-20201714992,2020,2020-09-10,1630,2020,2020-09-10,1630,D22,Public Spaces/Transportation,NO,NO,South Asian,None,None,None,None,None,NO,Assault,019,Long Branch (19),019,Long Branch (19),NO,9,Assault,Etobicoke
411,GO-20201721707,2020,2020-09-11,1330,2020,2020-09-11,1541,D22,Government/Public Buildings,NO,NO,None,None,None,Jewish,None,None,NO,Assault,160,Mimico-Queensway (160),017,Mimico (includes Humber Bay Shores) (17),YES,9,Assault,Etobicoke
412,GO-20201718927,2020,2020-09-11,844,2020,2020-09-11,941,D14,Public Spaces/Transportation,NO,NO,None,Israeli,None,Jewish,None,None,YES,Mischief Under $5000,085,South Parkdale (85),085,South Parkdale (85),NO,9,Property Crimes,Etobicoke-York
