id,event_unique_id,occurrence_year,occurrence_date,occurrence_time,reported_year,reported_date,reported_time,division,location_type,age_bias,mental_or_physical_disability,race_bias,ethnicity_bias,language_bias,religion_bias,sexual_orientation_bias,gender_bias,multiple_bias,primary_offence,hood_158,neighbourhood_158,hood_140,neighbourhood_140,arrest_made,occurrence_month,primary_offence_simplified,division_area
116,GO-20181993895,2018,2018-10-27,0,2018,2018-10-29,846,D11,Commercial/Business,NO,NO,None,None,None,Jewish,2SLGBTQ+,None,YES,Mischief Under $5000,089,Runnymede-Bloor West Village (89),089,Runnymede-Bloor West Village (89),NO,10,Property Crimes,Etobicoke-York
117,GO-20182007391,2018,2018-10-27,908,2018,2018-10-31,908,D13,Commercial/Business,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,094,Wychwood (94),094,Wychwood (94),NO,10,Property Crimes,Etobicoke-York
118,GO-20181998661,2018,2018-10-29,2204,2018,2018-10-29,2204,D53,Residential,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),NO,10,Property Crimes,Toronto-East York
119,GO-20182003974,2018,2018-10-30,1600,2018,2018-10-30,1754,D33,Educational,NO,NO,Black,Indian,None,Jewish,None,None,YES,Mischief Under $5000,048,Hillcrest Village (48),048,Hillcrest Village (48),NO,10,Property Crimes,North York
121,GO-20182034568,2018,2018-11-04,1136,2018,2018-11-04,1136,D51,Public Spaces/Transportation,NO,NO,None,Chinese,None,None,2SLGBTQ+,None,YES,Assault With a Weapon,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),YES,11,Assault,Toronto-East York
122,GO-20182034453,2018,2018-11-04,1113,2018,2018-11-04,1113,D55,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,067,Playter Estates-Danforth (67),067,Playter Estates-Danforth (67),NO,11,Property Crimes,Toronto-East York
123,GO-20182066758,2018,2018-11-08,1,2018,2018-11-09,1143,D42,Religious,NO,NO,None,None,None,Muslim,None,None,NO,Uttering Threats - Bodily Harm,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),NO,11,Threats and Harassment,Scarborough
124,GO-20182086034,2018,2018-11-10,13,2018,2018-11-12,1242,D14,Commercial/Business,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,163,Fort York-Liberty Village (163),082,Niagara (82),NO,11,Property Crimes,Etobicoke-York
125,GO-20182082287,2018,2018-11-11,2002,2018,2018-11-11,2002,D13,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Robbery,032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),NO,11,Property Crimes,Etobicoke-York
126,GO-20182124051,2018,2018-11-18,1110,2018,2018-11-18,1118,D55,Residential,NO,NO,None,None,None,Muslim,None,None,NO,Assault,060,Woodbine-Lumsden (60),060,Woodbine-Lumsden (60),NO,11,Assault,Toronto-East York
127,GO-20182133081,2018,2018-11-19,1505,2018,2018-11-19,1901,D14,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),NO,11,Property Crimes,Etobicoke-York
128,GO-20182143761,2018,2018-11-21,1151,2018,2018-11-21,1151,D31,Commercial/Business,NO,NO,White,None,None,None,None,None,NO,Assault,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),NO,11,Assault,North York
130,GO-20182176935,2018,2018-11-26,1612,2018,2018-11-26,1612,D13,Religious,NO,NO,None,None,None,Jewish,None,None,NO,Criminal Harassment,106,Humewood-Cedarvale (106),106,Humewood-Cedarvale (106),NO,11,Threats and Harassment,Etobicoke-York
131,GO-20182239737,2018,2018-12-05,1300,2018,2018-12-07,735,D32,Educational,NO,NO,None,None,None,Muslim,None,None,NO,Criminal Harassment,037,Willowdale West (37),037,Willowdale West (37),NO,12,Threats and Harassment,North York
132,GO-20182240409,2018,2018-12-06,1119,2018,2018-12-06,1119,D14,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Criminal Harassment,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),NO,12,Threats and Harassment,Etobicoke-York
133,GO-20182257023,2018,2018-12-08,2100,2018,2018-12-08,2305,D31,Residential,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Mischief Under $5000,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),NO,12,Property Crimes,North York
134,GO-2019309664,2019,2019-01-01,1200,2019,2019-02-18,1308,D41,Public Spaces/Transportation,NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),NO,1,Property Crimes,Scarborough
135,GO-201969491,2019,2019-01-12,100,2019,2019-01-12,225,D52,Commercial/Business,NO,NO,None,Palestinian,None,None,None,None,NO,Assault,164,Wellington Place (164),077,Waterfront Communities-The Island (77),NO,1,Assault,Toronto-East York
136,GO-201998654,2019,2019-01-16,1600,2019,2019-01-16,1603,D55,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,068,North Riverdale (68),068,North Riverdale (68),NO,1,Property Crimes,Toronto-East York
137,GO-2019143068,2019,2019-01-23,1415,2019,2019-01-23,1456,D31,Educational,NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),NO,1,Property Crimes,North York
138,GO-2019159337,2019,2019-01-25,2300,2019,2019-01-25,2313,D51,Commercial/Business,NO,NO,None,None,None,None,None,"Transgender, Transgender Woman (Identifies As Woman)",YES,Assault,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),YES,1,Assault,Toronto-East York
139,GO-2019181628,2019,2019-01-26,1335,2019,2019-01-29,1613,NSA,Government/Public Buildings,NO,NO,Black,None,None,None,None,None,NO,Uttering Threats - Bodily Harm,NSA,NSA,NSA,NSA,NO,1,Threats and Harassment,Other
140,GO-2019167334,2019,2019-01-27,300,2019,2019-01-27,930,D13,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Interfere With Property,107,Oakwood Village (107),107,Oakwood Village (107),NO,1,Property Crimes,Etobicoke-York
141,GO-2019245534,2019,2019-02-07,1700,2019,2019-02-08,754,D14,Religious,NO,NO,None,None,None,Jewish,None,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",080,Palmerston-Little Italy (80),080,Palmerston-Little Italy (80),YES,2,Property Crimes,Etobicoke-York
142,GO-2019277259,2019,2019-02-11,0,2019,2019-02-13,1033,D14,Government/Public Buildings,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,163,Fort York-Liberty Village (163),082,Niagara (82),NO,2,Property Crimes,Etobicoke-York
143,GO-2019353647,2019,2019-02-22,2300,2019,2019-02-25,1023,D22,Educational,NO,NO,None,None,None,None,None,Transgender,NO,Mischief Under $5000,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),NO,2,Property Crimes,Etobicoke
144,GO-2019344359,2019,2019-02-23,1000,2019,2019-02-23,1723,D53,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,103,Lawrence Park South (103),103,Lawrence Park South (103),NO,2,Property Crimes,Toronto-East York
145,GO-2019366090,2019,2019-02-26,0,2019,2019-02-27,1012,D11,Educational,NO,NO,Black,None,None,None,None,Transgender,YES,Mischief Under $5000,089,Runnymede-Bloor West Village (89),089,Runnymede-Bloor West Village (89),NO,2,Property Crimes,Etobicoke-York
146,GO-2019369638,2019,2019-02-27,700,2019,2019-02-27,2108,D32,Commercial/Business,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,050,Newtonbrook East (50),050,Newtonbrook East (50),NO,2,Property Crimes,North York
147,GO-2019390495,2019,2019-03-02,1953,2019,2019-03-02,1956,D41,Public Spaces/Transportation,NO,NO,None,Indian,None,None,None,None,NO,Assault,124,Kennedy Park (124),124,Kennedy Park (124),NO,3,Assault,Scarborough
148,GO-2019412582,2019,2019-03-02,1,2019,2019-03-06,930,D12,Educational,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Uttering Threats - Bodily Harm,028,Rustic (28),028,Rustic (28),NO,3,Threats and Harassment,Etobicoke-York
149,GO-2019447155,2019,2019-03-09,828,2019,2019-03-12,956,D32,Religious,NO,NO,None,None,None,Jewish,None,None,NO,Uttering Threats - Bodily Harm,152,East Willowdale (152),051,Willowdale East (51),NO,3,Threats and Harassment,North York
150,GO-2019440438,2019,2019-03-10,1504,2019,2019-03-10,1504,D51,Public Spaces/Transportation,NO,NO,None,None,None,None,None,Transgender Woman (Identifies As Woman),NO,Uttering Threats - Bodily Harm,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),YES,3,Threats and Harassment,Toronto-East York
151,GO-2019462672,2019,2019-03-14,143,2019,2019-03-14,144,D52,Public Spaces/Transportation,NO,NO,None,None,None,None,Gay,None,NO,Assault,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO,3,Assault,Toronto-East York
152,GO-2019492338,2019,2019-03-15,1600,2019,2019-03-18,1551,D14,Educational,NO,NO,None,None,None,None,None,Transgender,NO,Wilful Promotion of Hatred,080,Palmerston-Little Italy (80),080,Palmerston-Little Italy (80),NO,3,Hatred,Etobicoke-York
153,GO-2019478197,2019,2019-03-16,1046,2019,2019-03-16,1046,D31,Educational,NO,NO,Black,Palestinian,None,Jewish,None,None,YES,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),NO,3,Property Crimes,North York
154,GO-2019490612,2019,2019-03-18,1000,2019,2019-03-18,1212,D32,Educational,NO,NO,None,None,None,Jewish,None,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",105,Lawrence Park North (105),105,Lawrence Park North (105),NO,3,Property Crimes,North York
155,GO-2019526854,2019,2019-03-23,1416,2019,2019-03-23,1446,D33,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,042,Banbury-Don Mills (42),042,Banbury-Don Mills (42),NO,3,Property Crimes,North York
156,GO-2019544459,2019,2019-03-25,353,2019,2019-03-26,1014,D31,Commercial/Business,NO,NO,Black,None,None,None,None,None,NO,Criminal Harassment,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),NO,3,Threats and Harassment,North York
157,GO-2019623915,2019,2019-04-06,2230,2019,2019-04-07,347,D41,Residential,NO,NO,None,None,None,None,Gay,None,NO,Mischief Under $5000,126,Dorset Park (126),126,Dorset Park (126),NO,4,Property Crimes,Scarborough
158,GO-2019841432,2019,2019-04-08,1200,2019,2019-05-09,1040,D42,Residential,NO,NO,None,None,None,Muslim,None,None,NO,Criminal Harassment,147,L'Amoreaux West (147),117,L'Amoreaux (117),NO,4,Threats and Harassment,Scarborough
159,GO-2019653173,2019,2019-04-09,1800,2019,2019-04-11,1144,D41,Religious,NO,NO,None,None,None,Muslim,None,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",121,Oakridge (121),121,Oakridge (121),NO,4,Property Crimes,Scarborough
160,GO-20191772183,2019,2019-04-10,1200,2019,2019-09-15,1137,D14,Residential,NO,NO,None,None,None,Muslim,None,None,NO,Criminal Harassment,163,Fort York-Liberty Village (163),082,Niagara (82),NO,4,Threats and Harassment,Etobicoke-York
161,GO-2019645621,2019,2019-04-10,1015,2019,2019-04-10,1015,D14,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,164,Wellington Place (164),077,Waterfront Communities-The Island (77),NO,4,Property Crimes,Etobicoke-York
162,GO-2019671692,2019,2019-04-13,257,2019,2019-04-13,2200,NSA,Public Spaces/Transportation,NO,NO,None,None,None,Muslim,None,None,NO,Assault,NSA,NSA,NSA,NSA,NO,4,Assault,Other
163,GO-2019729676,2019,2019-04-21,1500,2019,2019-04-23,1201,D55,Religious,NO,NO,None,None,None,Jewish,None,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",067,Playter Estates-Danforth (67),067,Playter Estates-Danforth (67),NO,4,Property Crimes,Toronto-East York
164,GO-2019743044,2019,2019-04-25,1010,2019,2019-04-25,1051,D51,Public Spaces/Transportation,NO,NO,None,None,None,Muslim,None,None,NO,Mischief Under $5000,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),NO,4,Property Crimes,Toronto-East York
165,GO-2019784707,2019,2019-04-30,900,2019,2019-05-01,1330,D32,Public Spaces/Transportation,NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Criminal Harassment,NSA,NSA,NSA,NSA,NO,4,Threats and Harassment,North York
166,GO-2019812160,2019,2019-05-05,1236,2019,2019-05-05,1236,D51,Government/Public Buildings,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),NO,5,Property Crimes,Toronto-East York
167,GO-2019940824,2019,2019-05-07,1519,2019,2019-05-23,1400,D51,Government/Public Buildings,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Criminal Harassment,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),NO,5,Threats and Harassment,Toronto-East York
169,GO-2019870512,2019,2019-05-10,2100,2019,2019-05-13,1813,D52,Commercial/Business,NO,NO,None,None,None,Sikh,None,None,NO,Assault,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),NO,5,Assault,Toronto-East York
170,GO-2019870455,2019,2019-05-10,1200,2019,2019-05-13,1706,D55,Residential,NO,NO,None,None,None,Jewish,None,None,NO,Uttering Threats - Bodily Harm,059,Danforth East York (59),059,Danforth East York (59),NO,5,Threats and Harassment,Toronto-East York
171,GO-2019865249,2019,2019-05-12,1750,2019,2019-05-12,1902,D14,Public Spaces/Transportation,NO,NO,None,None,None,None,None,Transgender Woman (Identifies As Woman),NO,Disturbing Religious Worship Or Certain Meetings,085,South Parkdale (85),085,South Parkdale (85),NO,5,Threats and Harassment,Etobicoke-York
172,GO-2019883503,2019,2019-05-15,700,2019,2019-05-15,1043,D52,Commercial/Business,NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO,5,Property Crimes,Toronto-East York
173,GO-2019900679,2019,2019-05-17,1943,2019,2019-05-17,1943,D22,Residential,NO,NO,Black,Somali,None,None,None,None,YES,Uttering Threats - Bodily Harm,013,Etobicoke West Mall (13),013,Etobicoke West Mall (13),NO,5,Threats and Harassment,Etobicoke
174,GO-2019898873,2019,2019-05-17,951,2019,2019-05-17,1211,D43,Residential,NO,NO,Black,None,None,None,None,None,NO,Uttering Threats - Bodily Harm,133,Centennial Scarborough (133),133,Centennial Scarborough (133),YES,5,Threats and Harassment,Scarborough
175,GO-2019911566,2019,2019-05-19,833,2019,2019-05-19,833,D22,Public Spaces/Transportation,NO,NO,None,None,None,Muslim,None,None,NO,Mischief Under $5000,011,Eringate-Centennial-West Deane (11),011,Eringate-Centennial-West Deane (11),NO,5,Property Crimes,Etobicoke
176,GO-2019982862,2019,2019-05-20,1200,2019,2019-05-29,1100,D32,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Uttering Threats - Bodily Harm,034,Bathurst Manor (34),034,Bathurst Manor (34),YES,5,Threats and Harassment,North York
177,GO-2019936910,2019,2019-05-22,1800,2019,2019-05-22,2310,NSA,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,NSA,NSA,NSA,NSA,NO,5,Property Crimes,Other
178,GO-2019994557,2019,2019-05-28,1200,2019,2019-05-31,1030,D51,Residential,NO,NO,Black,None,None,None,None,None,NO,Assault,074,North St.James Town (74),074,North St.James Town (74),NO,5,Assault,Toronto-East York
179,GO-2019985921,2019,2019-05-29,1000,2019,2019-05-29,1803,D14,Healthcare,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Criminal Harassment,095,Annex (95),095,Annex (95),NO,5,Threats and Harassment,Etobicoke-York
180,GO-2019998121,2019,2019-05-31,1205,2019,2019-05-31,1205,D51,Religious,NO,NO,None,None,None,Muslim,2SLGBTQ+,Woman,YES,Criminal Harassment,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),NO,5,Threats and Harassment,Toronto-East York
181,GO-2019995349,2019,2019-05-31,30,2019,2019-06-01,35,D42,Religious,NO,NO,None,None,None,Muslim,None,None,NO,Uttering Threats - Bodily Harm,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),NO,5,Threats and Harassment,Scarborough
182,GO-20191025593,2019,2019-06-01,700,2019,2019-06-04,948,D43,Residential,NO,NO,None,None,None,None,2SLGBTQ+,Woman,YES,Criminal Harassment,136,West Hill (136),136,West Hill (136),NO,6,Threats and Harassment,Scarborough
183,GO-20191021656,2019,2019-06-03,1745,2019,2019-06-03,1822,D14,Government/Public Buildings,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,095,Annex (95),095,Annex (95),NO,6,Property Crimes,Etobicoke-York
184,GO-20191041096,2019,2019-06-03,1800,2019,2019-06-06,1741,D51,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Interfere With Property,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),NO,6,Property Crimes,Toronto-East York
185,GO-20191029086,2019,2019-06-04,1750,2019,2019-06-04,1750,D51,Public Spaces/Transportation,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Causing a Disturbance,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),YES,6,Threats and Harassment,Toronto-East York
186,GO-20191063272,2019,2019-06-07,0,2019,2019-06-09,1519,D33,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,048,Hillcrest Village (48),048,Hillcrest Village (48),NO,6,Property Crimes,North York
187,GO-20191062212,2019,2019-06-08,130,2019,2019-06-09,1330,D22,Public Spaces/Transportation,NO,NO,Black,None,None,None,None,None,NO,Assault,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),NO,6,Assault,Etobicoke
188,GO-20191082293,2019,2019-06-11,1354,2019,2019-06-12,913,D31,Residential,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Assault,027,York University Heights (27),027,York University Heights (27),YES,6,Assault,North York
189,GO-20191128847,2019,2019-06-15,2000,2019,2019-06-18,1710,D55,Public Spaces/Transportation,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Mischief Interfere With Property,070,South Riverdale (70),070,South Riverdale (70),NO,6,Property Crimes,Toronto-East York
190,GO-20191122668,2019,2019-06-17,1916,2019,2019-06-17,1916,D51,Public Spaces/Transportation,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,072,Regent Park (72),072,Regent Park (72),NO,6,Property Crimes,Toronto-East York
191,GO-20191118461,2019,2019-06-17,1000,2019,2019-06-17,1035,D32,Public Spaces/Transportation,NO,NO,None,Chinese,None,None,None,None,NO,Assault,050,Newtonbrook East (50),050,Newtonbrook East (50),NO,6,Assault,North York
192,GO-20191136491,2019,2019-06-19,230,2019,2019-06-19,1507,D51,Public Spaces/Transportation,NO,NO,None,None,None,None,None,"Transgender, Transgender Woman (Identifies As Woman)",YES,Assault,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),NO,6,Assault,Toronto-East York
193,GO-20191171944,2019,2019-06-19,1045,2019,2019-06-24,1404,D22,Public Spaces/Transportation,NO,NO,None,Sri Lankan,None,None,None,None,NO,Assault,015,Kingsway South (15),015,Kingsway South (15),NO,6,Assault,Etobicoke
194,GO-20191148777,2019,2019-06-20,1900,2019,2019-06-21,805,D32,Educational,NO,NO,None,None,None,Jewish,None,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),NO,6,Property Crimes,North York
195,GO-20191178343,2019,2019-06-23,2000,2019,2019-06-25,1115,D41,Public Spaces/Transportation,NO,NO,None,Israeli,None,None,None,None,NO,Mischief Under $5000,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),NO,6,Property Crimes,Scarborough
